Task_ID,Task_Name,Original_Department,Reclassified_Department,Category,Priority,Matched_Template_ID,Match_Confidence,Match_Score,Match_Reasoning,Estimated_Duration,Complexity,Required_Skills,Required_Tools,Template_Steps_Count,Template_Profession,Matched_Responsibility
TSK-DGN-2025-11-20-010,Course Module Images and Animation,Design,Video,Task,Medium,Task-Template-010,Medium,50,ID proximity match (010),5-10 minutes with AI assistance,Medium,"SKL-071 (deployed MCP connectors via Cursor), SKL-075 (configured OAuth for Google APIs - if needed)","TOOL-DEV-026 (Cursor), TOOL-AI-030 (Claude Desktop App), TOOL-DEV-027 (Google Cloud Console - for OAuth)",8,AI Engineer,produce videos
TSK-FIN-2025-11-20-001,Employee Working Hours Verification,Finance,HR,Task,High,Project-Template-001,High,80,ID proximity match (001); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-FIN-2025-11-20-002,December 2025 Financial Processing Sheet Preparation Plan,Finance,Finance,Task,High,Project-Template-002,High,80,ID proximity match (002); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-FIN-2025-11-20-003,n8n Automation Workflow Design,Finance,HR,Task,Medium,Project-Template-003,High,80,ID proximity match (003); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-HRM-2025-11-20-001,Interview Checklist Creation,HR,HR,Task,High,Project-Template-001,High,80,ID proximity match (001); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-HRM-2025-11-20-002,Candidate Interviews,HR,HR,Task,High,Project-Template-002,High,80,ID proximity match (002); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-HRM-2025-11-20-003,Candidate Approval and Transfer,HR,HR,Task,High,Project-Template-003,High,80,ID proximity match (003); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-HRM-2025-11-20-004,Contract Sending,HR,HR,Task,High,Project-Template-004,High,80,ID proximity match (004); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-HRM-2025-11-20-005,Employee Day-Off Request Processing,HR,HR,Task,Medium,Project-Template-005,High,80,ID proximity match (005); Category match (task),N/A,N/A,,,0,N/A,N/A
TSK-LGN-2025-11-20-001,Lead Generation - Job Sites and CRM,Lead Generation,Lead Generation,Task,High,Project-Template-001,High,80,ID proximity match (001); Category match (task),N/A,N/A,,,0,N/A,generate leads
TSK-LGN-2025-11-20-002,Follow-Up Messages,Lead Generation,Sales,Task,High,Project-Template-002,High,80,ID proximity match (002); Category match (task),N/A,N/A,,,0,N/A,manage sales pipeline
TSK-LGN-2025-11-20-003,Website Streaming and Account Management,Lead Generation,Sales,Task,Medium,Project-Template-003,High,80,ID proximity match (003); Category match (task),N/A,N/A,,,0,N/A,manage sales pipeline
TSK-LGN-2025-11-20-004,Job Sites and Pipeline Building,Lead Generation,Sales,Task,High,Project-Template-004,High,80,ID proximity match (004); Category match (task),N/A,N/A,,,0,N/A,manage sales pipeline
TSK-LGN-2025-11-20-005,Lead Generation Training,Lead Generation,Lead Generation,Task,Medium,Project-Template-005,High,80,ID proximity match (005); Category match (task),N/A,N/A,,,0,N/A,generate leads
TSK-SLS-2025-11-20-001,Daily Tasks Completion,Sales,Sales,Task,High,Project-Template-001,High,80,ID proximity match (001); Category match (task),N/A,N/A,,,0,N/A,manage sales pipeline
TSK-SLS-2025-11-20-002,Tomorrow's Priorities Planning,Sales,Sales,Task,Medium,Project-Template-002,High,80,ID proximity match (002); Category match (task),N/A,N/A,,,0,N/A,manage sales pipeline
TSK-VID-2025-11-20-001,Video Animation Work,Video,Sales,Task,High,Project-Template-001,High,80,ID proximity match (001); Category match (task),N/A,N/A,,,0,N/A,manage sales pipeline
TSK-VID-2025-11-20-002,Portfolio Organization,Video,Video,Task,Medium,Project-Template-002,High,80,ID proximity match (002); Category match (task),N/A,N/A,,,0,N/A,produce videos
TSK-VID-2025-11-20-003,Team Coordination,Video,Design,Task,Medium,Project-Template-003,High,80,ID proximity match (003); Category match (task),N/A,N/A,,,0,N/A,design UI mockups
